item_id,language,name,nb_views,description,created_at,Difficulty,Job,Software,Theme,duration,type
866,en,"Animate pictures, shapes, text, and other objects",79.0,"You can animate just about anythingin PowerPoint 2013 and it's easy to do.What is a PowerPoint animation?I'll show you. This slide contains four objects, text, a picture, a chart and a shapeand each one has a differenttype of animation assigned to it.Press Shift-F5 to play theslide show from the current slide.I built the slide so that each timeI click a different animation plays.First the text, thisanimation is called Fly in and I have it set so that each time Iclick a line of text flies in.The picture has the Fadeanimation attached to it.The chart uses the Wipeanimation, each time I click some bars wipe on which makes it appear as though the bars are growing or drawing on and on the shape I applied the Fill color animation which changes theFill colors slowly from blue to orange.So as you can see, aPowerPoint animation is nothing morethan something changing on a slide.It can be motion, a fade, a wipe, colors or a combination.Now let's take a closerlook at those animations.Here's the same slidewith the animations removed.To add an animation, youfirst select what you want to animate, choose an animation andthen modify it with effect options.Click the text, then go to the Animations tab, open the Animations gallery and select one.You can keep tryinganimations until you find one you like.Notice that every time youselect one, you see a preview.That's the defaultworkflow for creating animations.You make a change then see apreview, make another change, see a preview. You can click here and turn off Auto preview if you want.Then you can click this buttonto Preview animations manually.If you don't find exactly what you're looking for, choose an animation that's closeand then check out the Effect options available for the animation.In the case of Fly in, youcan choose a direction and then choose the sequence thatyou want to bring in the text.As one object or All atonce brings the entire block of text in at once or you canbring the text in by paragraph.Again you can animateanything in three steps.Select the picture, selectan animation, this time let's choose Shape and tweak it with an effect option.For shape you can choose a shapeand direction.Select the chart, choose an animationand choose an effect option.Let's bring the chartelements in by series.Select the shape, choose an animationthen choose an effect option.In this case wechoose a color to fade to.One more thing, if you everwant to remove an animation,just select the object thathas the animation applied to it and then click None.With animations you can getas complex as you want or you can keep it simple.",2016,Beginner,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],242.0,tutorial
867,en,Animate text,38.0,"Many presenters these daysare using less text and more things like videos and charts to make their slides more visually appealing, but there's no reason why text can't be used effectively especially with the help of animation.You already saw how to addbasic motion animations to text, but let's say we want ourtext to really have a visual impact.Before we even addanimation to this slide, we can addimpact by rewriting thetext to use fewer words and choosing words that are more direct.Then we can choose fontstyles and sizes to turn the wallof words into organized information that's easier to understand and remember. Now we can add animation to the title to give it more impact.Select the title, then go to theAnimations tab and open the gallery.Animations are dividedinto four categories; Entrance animations bring an objectinto view on the slide, Exit animations take an objectout of view on the slide and Emphasis animations add something toan object that's already on the slide.Motion paths let you create custom animations by moving objects around on a slide. Let's try Zoom;this works but it might be more effective if the words came in one after the other.In Effect options for Zoom, we can choose a vanishing point, but as far as the Sequence, there is no choice forbringing the words in individually.To get more options,click the Dialog box launcher.Now we have threetabs worth of options.Let's look around.In Animate text thereis a By word option.Let's try that. Interesting.It looks like each word iszooming in from its own vanishing point.Let's look at that option again.Here it says % delay between words.Let's see what happenswhen we make that 100%.Perfect.In general, the best way to learnabout animations is to experiment.Start with a rough idea andthen check out the optionsuntil you find what you want.You may also find something better.Now let's dosomething with this text.I want all of it to be onthe slide the whole time butadd some kind of emphasisas I talk about each line, so we don't want to bring the text inor take it out, but add an emphasis.What does Wave look like?Interesting. I'll have to remember that one for another slide but not for this one.What about Brush color?Looks like it's brushing colorover the text one letter at a time.I think this will workexcept for a few things.First, I want to gofrom a dark color to light.We don't see any change nowbecause it's brushing white over white, so select the text and in the mini toolbarselect a fairly dark blue.Now the text is dark until wehighlight it with the animation.The last thing we need to do is bringthe text in one paragraph at a time.That should work. Press Shift-F5, click and the title zooms in.Then as we talk about the specificswe click to add emphasis to each line.Animation can do a lot toadd meaning to your text.For example, we're addingwhite color to the text as we move through theanimation sequence, which makes it appear as if we'rebuilding on the information.Click the Dialog box launcher, click After Animation and select dark blue. Now it appears as if we're moving from row to row without each line building on the previous one. It's a subtle change but it does have an impact on how we present our information.The bottom line - effective text animation reinforces the meaning of the text.",2016,Beginner,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],254.0,tutorial
868,en,Animate pictures and shapes,42.0,"The process of animatingany object is the same, select what you want to animate, add ananimation then choose Effect options.Let's think about whatwe can do with this slide.The point of the slide isto introduce each person.So let's do that by using anentrance animation to bring in each picture.Select the first picture, go to the Animations tab, and open the gallery. We could do a motion animation like Fly in but let's try a simple Fade animation instead.That's nice, becauseit supports the design.Let's also do something withthe shapes behind each picture.For these we need to use anEmphasis animation becausethe shapes willalready be on the slide.There is Wave again.It's interesting, but we needsomething a bit more subtle, like Fill color.In Effect optionschanges the color to orange.That will work. Next we need to copy these animations and options to the other pictures and shapes.Here's an easy way to do that.Select the first picture thendouble click the Animation painter.Now all you have to do isclick the other pictures and the animation andsettings are copied.Click Animationpainter again to turn it off.Now we'll do the same for the shapes.All the animations are inplace but we're not done yet.Click Preview. The animations play correctly but not in the right order.To fix that, open the Animation pane.This is an essential toolfor working with animations.It lists all the animationsin the order they occur and the names of the objectsthat are being animated.It's also a timeline thatshows how long each animation runs and it shows how eachanimation is triggered or starts.Notice that the names of theobjects are not necessarilyrelated to where theyappear on the slide.Click an object to see whichanimation is associated with it.For example the firstpicture is the first animation.First let's put theanimations in the right order.To do that click an animationand drag it to a new position.We want the first pictureto animate with the first shape, the second picturewith the second shape, and the third picture with the third shape.Click here to preview the animation.Looks like everything isrunning in the right order.But next we need to changewhen the animations play.Currently each animation isset to start with a mouse click.That means we need to clickonce to run a picture, thenagain to run the shape, then againto run the next picture and so on.What we want is for eachpicture to start with a clickand for the shapes behind eachpicture to start at the same time.So here's how we fix that.Right click the first shapeand select Start with previous.Now the shape animation will startwhen the picture animation starts.Let's also do that withthe two remaining shapes.Press Shift-F5 torun the current slide.When we, the picture fades inand the shape changes colors.And that goes for thesecond and third picture in shape too, almost perfect.But let's do one more thing.These bars in the timelinedisplay the duration of each animation.Click the right border ofeach shape and drag it to the left to shorten theUse the screen tip to setan end time of 1 second.Of course you can do a lotmore with shapes and picturesand clip art and all the otherobjects but now you have a good start.",2016,Beginner,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],257.0,tutorial
869,en,Animate charts and SmartArt,57.0,"Charts and SmartArt aresimilar to text in that you can animate elements individually. For charts, the trick is to find an animation that makes sense with the chart style.In this column chart,animations like Fly inor Bounce don't do much tohelp an audience visualize the data but let's try a Wipe.By default everything wipes on at once.Go to Effect options.As you can see, we have lots of choices, let's stick with the upper direction so it appears the columns grow as they animate on.Down here we can choose tohave all the elements in each series or category animate on at once or each element in a series or category animate on.Let's try it by series.So when we talk about thedifferences between the years,we can bring the threeseries in one at a time.The only thing wrong is thatthe grid animates on too andwhat we want is forthe grid to be static.These numbers correspond to the fouranimations associated with the chart.Select the first animation which isthe one for the grid and press Delete.Now when we preview theanimation, the grid is static.You can animate a pie chartusing the same logic exceptyou'll use a Wheel animationwhich wipes on the chart like a clock.What kind of animation do youthink would work with a scatter chart?SmartArt animation works about the same.You choose an animation thatmakes sense for how you wantto bring in or emphasizethe elements of the graphic.We could use a Fade or aWipe animation for this organization chart but something like a Zoom would work too.Then choose the sequence inwhich you want to bring the elements in, for example Level at once brings all the elements in each level on one at a time.Here's an interesting graphic, inthis one it would make senseto animate the gravity arrow flying down and the lift arrow flying up and the text fading in.Here's how we do that.First, select the Fly in animation then in Effect options choose One by one.Next open the animation pane, select Animation 1 which brings in the bar and delete it.Click Play from, so now we know the firstanimation brings in the gravity arrow, select the first animation and in Effect options select From top.Select the second animation which brings in the gravity text and choose Fade then do the same for ""Lift"".Now when we preview,everything plays the way we want it to.So far we have pretty muchstayed with the default andbuilt-in animations and options.",2016,Intermediate,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],216.0,tutorial
870,en,Create custom animations with motion paths,61.0,"If you're the adventuroustype, you can create somepretty amazing presentationswith lots of motion path animations.You'll see that it's not all thatdifficult once you get the hang of it.But let's start out small.Click the shapecalled ""Behind shape 1"".Now if we add an entranceanimation like Fly in, we can control where the shape ends up, and the direction and sequence with Effect options. But we can't control where the shape begins or the path it takes.To do that, we needto use motion paths.Go down to Motionpaths and select Lines.This is the motion path,the line describes the path.The green arrow indicateswhere the shape starts and the red arrow indicateswhere the shape ends.Select the path, this half transparent shape shows the shape at its endpoint.Drag the red arrow and position theendpoint over the ""In front shape"".Then preview the animation and thefirst shape moves behind the second one.Motion paths can be a lotof fun, try some other ones like Arcs, and Loopsalso click Custom path if you want to draw your own motion path.Let's go back to the previous slide and add a motion path to ""Behind shape 2"". Use the Animation painter to copy the animationthen select the motion path and move its in point on top of the ""In front shape"". Preview the animation.The animation works all right but the  second ""Behind shape""ends up covering up theshape we want to keep on top.This is a problem you'll run into more often when you're creating custom animations, but it's easy to fix.Right click the shape andclick Send to back, Send backward.Now preview the animation.That's the way we want it. You see, all the objects on the slide are organized into layers; by sending the shapes backward we moved it to a layerbehind the ""In front shape"".Here's another thing youcan do to create custom animations: this ball shape actually contains two animations: a motion path that moves the shape horizontally and a spin animation that makes the ball appear to roll as it moves.To add multiple animations to an object select the firstanimation in this gallery then click Add animationto add the others.Also don't forget about thoseadditional effect and timing options.Here's another way to open thatdialog box in the animation pane.Click the arrow next to theanimation and click Effect options.I added Auto reverse to the animations so the objects return to their original positions.So now you have everything you need to get started with animations in PowerPoint.The best way to understand animations is to experiment on your own.",2016,Advanced,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],219.0,tutorial
871,en,Trigger an animation effect,61.0,"When you want to clicksomething specific on the slide,like each arrow shape here to startan animation effect, use a trigger.On this slide, each green arrowtriggers a text effect when I click it.Here's the sequence again.Arrow 1 triggers the first textanimation which has a Wipe entrance effect.Arrow 2 triggers the secondeffect and Arrow 3 triggers the third.Compare this with a typicallist animation where I clickto play each effect but I don'tclick anything specific to do it.In the first example, theeffect starts only when I click an arrow which is thetrigger for the effect, so triggers let me specify click points for effects.I can create as manytriggers as I need.For example, I could makethis text banner be a trigger also, starting a picture effect.To set up a trigger, youfirst apply an animation effectto the thing you want to trigger.For this slide, I want totrigger a text effect on this banner shape; I'll select the shape and apply a Wipe entrance effect.Now I specify atrigger for the effect.In the animation pane, I select the effect which activates the trigger command. I click Trigger, point to On click of and select Arrow 1 which is my arrow shape over here. Now the arrow is a trigger.Triggers are useful forstarting sound files and videos,which PowerPoint viewsas animation effects.Instead of clicking thesound media on this slide to play it, I can pull it off theslide so it never appears and set up a trigger to playit, namely this button shape.On the slide, when I click thebutton, it triggers the sound effect.On a slide with a video,I can do the same thing.Pull the video media offthe slide, set it to play full screen and create a trigger tostart it, this big green arrow.On the slide, when Iclick the big green arrow, it triggers the video to play.",2016,N/A,['Communication'],['PowerPoint'],['Produce'],149.0,tutorial
872,en,"Trigger multiple effects, including sound",53.0,"The purpose of a trigger isto start an effect, either an animation effect or a video or sound effect.So before you can create atrigger, you need to first add an effect.Here's the process in detail.On this slide, I wantthe circle that says ""Test yourself"" to trigger theentrance of a test question.This is how I want the slide to play; the ""Test yourself"" button triggers the test question to fly in and notice that the button alsotriggers a sound, a bell dings when the test question appears.So the button triggers two effects,the test questions entrance and a sound.To create this triggeredsequence, first I'll apply the animation effect to theplaceholder with the test question,  I'll select it and in theAnimation gallery I'll choose Fly in.I want it to come in fromthe bottom and checking Effect options, I see thatit's set to From bottom.Now I'm ready to set up the triggerthat will display the test question.I'll open the animationpane to work with my effects.Here's the Fly in effect -I want the ""Test yourself"" button to be the trigger,so I make sure the Fly in effect is selected and I click Trigger, point to On click of and select the trigger I wantwhich is the ""Test yourself"" button.This is how a trigger effectlooks in the animation pane.It has a heading over itthat says trigger and the name of the trigger, so the Fly in effect for my test questionis triggered by the""Test yourself"" button.On the slide, you'll seea lightning bolt next to a triggered item, which in this case is the test question.I'll move the test questionover the button so it appears in the center of the slideand I'll preview the sequence in slide show view.I click my trigger andthe test question appears.Next I want to add a sound effectthat plays with the test question.To insert the soundeffect, I'll click Insert, Audio,Audio on my PC andselect my sound file.The sound file gets insertedin the middle of the slide,I'll drag it up tomake it more visible.Now notice how the soundfile appears in the animation pane, it's automaticallyset up as its own trigger.This means that to playthe sound I have to click the sound icon itself, however, I don't want the icon to show on the slide which means I need to set up something else to trigger the sound. Also I want the sound to play when I click the ""Test yourself"" button so I'll make the ""Test yourself"" button be the trigger for the sound effect.The simplest way to do thisis to select the sound effectin the pane and drag it upunder the button trigger.Now the button will triggerboth the test question and the sound, but note both effects have a mouse click iconwhich means I'd have toclick the ""Test yourself"" buttona second time to play the sound.I want the effects toplay together, so I'll simplychange the sound effectto Start with previous.Last I'll select the soundicon and drag it off the slideas I won't need to clickit to trigger the sound.And now let's trythe trigger -perfect.",2016,Advanced,['Marketing'],[],[],223.0,tutorial
873,en,Trigger a video,63.0,"A trigger gives you anadvantage when you want to play a video, it enables you to start the video without having to click it to do so. You can pull the video off the slide so it doesn't show before you play it, then using the Playback tab you can set it to play full screen and set up a trigger like thispyramid shape to start it.In a Slideshow, you'ddisplay the slide, click the trigger and the video wouldstart and play full screen.Let's take this step by step, here's the slide at an earlier stage.I've created this shapeand now I'll insert my videousing the Insert tab,Video, Video on my PC.The inserted video coversthe shape but that doesn'tmatter because I'm going todrag it off the slide, I can make it as small as I want.Now I'll use Video toolsand the Playback tab and I'll select the option to play it full screen, however there's a critical issue. I need a way to start the video, I'm going to open the Animation pane now because it helps explain what's going on.I'll zoom out a little more,PowerPoint treats videoand sound as effects, so this effect represents the video itself and like other effects, it appearsin the Animation pane.Also it's shown as already having atrigger, the movie is its own trigger.In other words, it'sautomatically set up so that I haveto click the movie itself to play it but since I don't want the video to appear before it plays and I've pulled it off the slide, I need a way to start it.Here's one option, on thePlayback tab, I can change this from On click to Automatically.Now look at the effects inthe animation pane, this play effect will start the videoautomatically and it will play full screen.Let's see it in a preview, the video plays full screen but starts up instantly and bypasses the view of the slide.In this case I do want todisplay the slide, so this shape and message will appear. So I need to trigger the video from the slide,given that I'll remove this automatic play effect and set up the shape as a trigger.I make sure the video effectis selected in the Animation pane, then I click Trigger, On click ofPyramid which is the shape.Now the pyramid shape isthe trigger for the video and that's what I needto click to start it.Let's try it out.I'll click the trigger and there's the video.Another way to usetriggers with a video is to createyour own media controls to play it.Each of these controls is atrigger, I can Play, Pauseor Stop the actionusing animation effects.To create the controls, Ifirst insert a shape to serveas a control or trigger.For example, for a Play control I'd use this Action button.For the Play effectitself, I'd first remove the automatically assignedtrigger for the video, then I'd select the video and fromthe animation gallery choose a Play effect, part of this groupthat is available for a video.With the Play effect applied Ican now assign a trigger to it.The Play effect is selected so I'll click Trigger, On click of and choose the Action button.I'd follow the same steps using the Add animation gallery tocreate the other controls.",2016,Intermediate,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],246.0,tutorial
874,en,Trigger text to play over a video,317.0,"In PowerPoint, you canmark points in a video usingbookmarks and then use thebookmarks to trigger effects.One effect is a textoverlay that appears on the video;as the video plays a line oftext fades in and then fades out.The text effect is triggered bytwo bookmarks I've set on the video.The first one triggers the text fading in, the second one triggers the text fading out.I'll recreate theseeffects so you can see each step.Here's the slide at an earlier point, I've inserted the video and this is the text I want to play.To add the bookmarks I select the video and click the Playback tab in Video toolswhich is where I find the Add bookmark command. I'll use this Play bar to set the bookmarks. I click the Play control and pause where I want the text to fade in, about here.Then I click Add bookmark.I click Play again to resume the action and pause where I want the text tofade out, about here.I'll add the second bookmark there.So the bookmarks are in place, nextI'll add the text animation effects.I'll open the Animationpane to help with that.The effect that's hererefers to the video, which getsset up automatically as itsown trigger when I insert it.The animation effects that I needto add will go on this text box.To apply the effects firstI'll apply a Fade entrance and then I'll click Add animation andadd a second effect, a Fade exit.I don't want the fadesto be too fast, so I'll select them and increasetheir duration a little bit.When I click Play all, you cansee that the text fades in and out.The last step is to make thebookmarks trigger the text effects.I'll select the firstfade effect, the entrance,then I'll click Trigger, point toOn bookmark and choose Bookmark 1.Now I'll select the fadeexit, click Trigger, On bookmarkand choose Bookmark 2.Each fade effect is nowtriggered by a bookmark.The final thing I'll do is move the text up a bit on the slide so it doesn't crowd the video.Let's play the slide.I click the video to start itand there's the text fading in and fading out. Now that you know howto use PowerPoint triggers you can find your owncreative heights with animation.",2016,Intermediate,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],178.0,tutorial
875,en,Create a flow chart,87.0,"You want to show aprocess flow that uses standardflowchart shapes you can format andarrange in a very specific layout.To do that in PowerPoint,you click Insert, Shapes and build a chart usingshapes from the gallery.Specifically use theFlowchart group for the shapes andthe Lines group for theconnectors between shapes.As a visual aid for sizingand positioning shapes, click View and check Grid lines.Back on the Insert tab,Shapes, to choose a shape, point to it for a screen tip tosee its intended purpose.For example, the rectangleis a process shape used forthe main steps in the process.The diamond is the decision shape, used to show a decision point in the process and the elongated oval is a terminator shape used to start and end the process.You want to be sure to use theright shape for the right purpose.To insert a shape, click it anddrag the crosshairs to draw it.Once you've drawn theshape, it's selected and the Drawing tools Format tab appears.Use the Format tab to apply stylessuch as a different shape outline.To save the style for all your shapes, right click the shape and chooseSet as default shape.We detail shape formatting in movie 2- Draw and format flowchart shapes. The Shapes gallery is also available on the Format tab in the Insert shapes group.I'll click More to display it and I'll insert a process shape. As I draw, I'll approximate a size relative to the first shape.To match the width of thefirst shape, I'll drag a sizinghandle to the left and watchfor this smart guide, a red line that appears when theedges of the shapes align.Next, I'll use Shape fillon the Format tab to give the process shape a unique fill color.Before I connect the shapes,I'll make sure their center points are aligned, I'll press Ctrl to select both shapesand on the Format tab I'llclick Align objects, Align Center.With the shapes aligned,I can draw the connector.Let's zoom in a little bit.In the Shapes gallery,under Lines, I'll click Arrowthen I'll draw the arrowfrom the center handle on the first shape to the centerhandle on the shape below.Using styles on the Formattab, style the connector justlike other shapes, using shape outlinefor example to change the line style.Then right click and setthe style as the default line.We'll work with connectorsin movie 3 - Align flowchartshapes and add connectors.A final note, if you have avery large chart with upwardsof 25 shapes, considerbreaking it into two or creating it in Microsoft Visio.",2016,Intermediate,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],207.0,tutorial
876,en,Draw and format flow chart shapes,59.0,"For my flowchart, I'll start witha slide that has a blank layout.I've added a title andturned on the grid lines.To insert the first shape,I'll click Insert, Shapes.Under Flowchart, I'll findthe Terminator shape and click it, then I'll point to where I want the top left corner of the shape and drag the crosshairs to draw it.I'll keep the shapesomewhat small because my processwill require about thirteen shapes.The shape has a defaultcolor fill based on the current theme; to choose adifferent color scheme, I'll click Design and in the Variantsgroup, click More and point to Colors. I like the blues and greens in Blue 2. I'll click it to apply it, next I'll click the Drawing tools Format tab to apply a shape style and I'll zoom in a little.When I type in text, it's white.So the color style is lighttext on a dark fill, I like that.I also want to emphasizeshape edges so I'll click Shape outline and I'll choose a verydark blue for the outline color.I'll click Shape outlineagain, point to Weight and choose a thicker outline style, 1.5 point. So that all the shapes will have this outline style, I'll now right click theshape and choose Set as default shape.Next, let's think about color fills.I'll choose a uniquecolor for each shape type; to quickly see the fill colors,right click the shape and click Fill.For the Terminator shape,which starts and ends the flowchart, I'll choose a darkblue, a shade lighter than the outline.Now we'll need this sameshape at the end of the chart,so I'll press Ctrl-D toduplicate it and reproduce its exact size, I'll zoom back out.Then I'll drag the second shape over to about where the flowchart will end, using the grid lines to help estimateslide margins and type its text.We've got the start of the chart.For the next shape, I'llclick Insert shapes and this time choose the Document shape.I'll draw the shapeto an approximate sizereferring to the grid toeyeball its position on the left, then I'll drag theright side of the shape and lookfor the smart guide which shows me when the shape edges are aligned on that side.I'll check the left side as well. Let's choose afill for the Document shape.I'll right-click, click Fill and try a slightly different blue and I'll type its text.I've added a couple moreshapes, a Preparation shape anda Process shape andchosen their fill colors.To get consistent shapessizes, I've used the shape Height and shape Width boxeson the Format tab, adjustingeach shape as needed.For the process shape I'll needseveral copies, for the main steps.So with the shape selectedI'll press Ctrl-D multipletimes to make the copies.Then I'll drag to arrangethem top to bottom, left to right as I position them,I'll watch for the smart guideswhich show me bothhorizontal alignment and vertical alignment. I'll worry about perfect placement later,but I can get the shapesvery close to being aligned justby using the smart guides.The flowchart has all itsshapes text and colors now, the last shape we added was a decisionshape with Yes and No text boxes.",2016,Advanced,"['Communication', 'Marketing']",['PowerPoint'],[],255.0,tutorial
877,en,Align flow chart shapes and add connectors,87.0,"We're ready to add connectors tothe flowchart shapes we've laid out.The first step is to align theshapes so the connectors will be straight.The flow of the chart istop to bottom left to right.So, to start we'll drag toselect the leftmost column of shapes and click theDrawing tools Format tab.To center the shapes vertically weclick Align objects, Align center.Next we'll adjust the space between the shapes vertically so it's consistent. Keeping them selected, I'll now click Align objects again and this time click Distribute vertically.I'll repeat these steps forthe next two columns of shapes.Select the column, clickAlign objects, Align center,then Align objects,Distribute vertically.I've grouped the decisionshape with the Yes and No text boxes and the groupI'll come back to it, butlet's select the shapes in the last column and clickAlign objects, Align center.The Distribute verticallycommand doesn't apply to the two shapes relative to each other.Now for each horizontal row of shapes, I'll press Ctrl to select each shape in the row, click the Format tab and click Align objects, Align middle.This aligns the shapemiddles horizontally.I'll repeat those steps for each row without including the decision group.For the decision group, I'llpress the left arrow key tonudge it closer tothe shapes in its row.We are ready to add connectors.I'll zoom in for a closer view.I'll add connectors in theorder of the flow, so I'll click the first terminatorshape, click the Format taband in the Shapesgallery, click Arrow.When I point to theselected shape, black dots show the center point of each side andthe cursor becomes a crosshairs.I'll drag the crosshairsfrom the center black dot downto the edge of the shape below.When I release the mouse,the line stays selected and has a green circle at both ends.I'll click away to see the arrow.Because the shapes arealigned at the centers the arrow connects in a straight line.Now let's format the arrow.I click to select it and on theFormat tab click Shape outline.In the theme colors, I'llchoose a dark blue for the arrow color and to make theconnector line thicker I'll reopen Shape outline,point to Weight and choose 1.5 points. I like this arrow style so I'll right click thearrow and choose Set as default line.All the connectorswill look like this now.To add each arrow connectorI select the shape, on the Format tab, I click thearrow in the Shapes gallery and note frequently use shapesalso appear at the top of the gallery and draw the arrow.We've got most of thesimple arrow connectors in placeand we've zoomed back out.What we still need are elbow arrows to connect the bottom task inone column to the top task in the next.To apply an elbow arrow,I'll select the shape I need todraw the arrow from, click the Format tab and in the Shapes gallery clickElbow arrow connector.I click from the middleblack dot on the side of the shape and drag the crosshairs to themiddle edge of the destination shape.The arrow rotates into theright configuration automatically.I'll add the otherelbow arrow connectors.All of the shapes are connected.Looking at the overallspacing, I can tighten the spacebetween the decision shapeand the outer two shapes.I'll press Ctrl and selectthe outer two shapes, then press the left arrow keyto nudge them to the left.Now I'll drag to selectthe whole chart and click the right arrow key to move it to the right, referring to the grid to even out margins.Let's look at thechart in slideshow view.The flowchart is finishedwith every step and connectorformatted and in place.",2016,N/A,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],288.0,tutorial
878,en,Create an org chart,114.0,"Your company had a majorreorganization, now you need topresent the new structurein a clear bold org chart.You've seen org charts donein PowerPoint and you wonderabout the best method forcreating one and the right tools to use.The place to start is theInsert tab and SmartArt,in SmartArt, you'll find acategory called Hierarchywhich has several org chart layouts.Look for one that hasOrganization chart in the title.When you click a chart type you seea preview of it and a description.Pick a layout that issuitable and click OK, the new chart opens with a few shapes anda text pane displayed on the side.The text pane gives you anoutline format for filling in the chart.For example when I type in the top bullet, I also fill in the top shape in the chart.Each level in the outlinefills in the next level of the chart, here's the assistant and the first name in the first subordinate row.When I press Enter to add a newbullet, I add a new shape to the chart.So, the text pane enables me toboth add text and build the chart.Of course, I can typedirectly in the chart too and use SmartArt tools to help build the chart, these appear whenever the chart is selected.For example, to add a personwho reports to Naomi Sharp,I'd select that shape in the Nchart, click the arrow next to Add shape andclick Add shape below.Both the SmartArt tools andtext pane help you structurethe chart and add contentaccording to your preferences.The Smart Art toolsadditionally give you style options,I'll click Text pane toclose the pane for now.Use SmartArt styles toenhance the chart design, adding different coloration,gradient shading and bevels.With the Change colorsgallery, apply a color style.Try other colors in the themeor a style that varies thecolors for each chart level.Also, you might want to clickDesign and try differentthemes in the themes gallery,then go back to the Designtab under SmartArt tools and work some more with the color styles.",2016,Intermediate,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],189.0,tutorial
879,en,Build an org chart using the text pane,80.0,"We're going to insert an org chart and we want as much slide space as possible, so we'll right click the slide,point to Layout and choose Blank.To insert the chart we click Insert, SmartArt and choose Hierarchy. I'll select the basic organization chart and click OK, the chart is inserted with the text pane displayed.To close and reopen thepane I click this arrow which appears on the selected chart, I can move the pane by dragging it at the top and I make it bigger by dragging the two headed arrow cursor from any side.When I click away from thechart so it's not selected,the pane disappears and whenI click the chart to select it, the pane reappears.When I click next to the topbullet, the top shape is also selected.When I click this specialindent underneath the top bullet, the next shape is selected meant for an assistant's name and when I click the first subordinate bullet in the pane that selectsthe first shape in the next row.Let's type the firstname, for the org's executive director. The text and the shape resizes as I type to fit within the shape.To add Victoria's title,I'll press Shift-Enter, to start a new line and type the title.Enter to get a new line, that creates a second bullet andshape which I don't want here.I'll press Backspace todelete the bullet and shape.Next we'll fill in theassistant's name and title and for the next three bullets,we'll type in the names andtitles of the reporting directors.Now what if I want toreorder the names in this row so that Naomi Sharp follows Jimmie Wolf.A simple way is to rightclick Naomi Sharp's name and click Move down, thatmoves Naomi Sharp to the right.To add people who report toeach director, I'll click atthe end of the director'stitle and press Enter-Tab,that inserts a subordinate bullet and shape.I'll type the firstsenior manager, Dick Kingsbury.To add more shapes at the samelevel I just keep pressing Enter.We'll add the other managernames that report to Marco Lara.Now, let's say Dick Kingsburyhas gotten promoted to Director.To move his name up onelevel, I click it and press Shift-Tab, that moves him up but given that he is right above Abbi and Silas now they report to him instead of to Marco.To promote Dick Kingsburywithout affecting Marco's other reports, I should do it this way.Select his name and title,right click and click Cut.Click where I want his nameon the Director level, let's say in front of JimmieWolf and press Enter.Now, I click next to the newbullet, right click and click Paste.I'll type in Dick Kingsbury's newtitle, Director Special Projects.Now, Dick is on the director's level and Marco's other reports are unaffected. You see how much is possible just by using the text pane.",2016,Advanced,"['Communication', 'Marketing']",['PowerPoint'],['Produce'],240.0,tutorial
